avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
87,75,La Subdirección General de Gestión Corporativa; con memorando 20155050118223; envía acta de reunión en la cual registran que estudiaron el tema y determinaron que no era necesaria la actualización del Manual de Interventoría por cuanto existe una Guía GU-DP-017 para el manejode las situaciones descritas en el hallazgo que se publicó en Febrero de 2014; fecha posterior al hallazgo determinado por la Contraloría de Bogotá D.C.,31/10/2015,en_progreso,,
88,76,Con memorando 20155260076273; la STRF anuncia que con memorando 20135150258043; dirigido a la OCD;se había solicitado la apertura del proceso disciplinario correspondiente.,31/10/2015,en_progreso,,
89,77,Con memorando 20155260076273; la STRF soporta con las listas de asistencia y actas de reunión que se adelantaron las sesiones de capacitación comprometidas. Con memorando 20155160150133; la STRH reporta el cumplimiento de la acción y aporta listado de asistencia.,31/10/2015,en_progreso,,
90,78,La Subdirección General de Gestión Corporativa; con memorando 20155050118223; envía acta de reunión en la cual registran que estudiaron el tema y determinaron que no era necesaria la actualización del Manual de Interventoría por cuanto existe una Guía GU-DP-017 para el manejode las situaciones descritas en el hallazgo que se publicó en Febrero de 2014; fecha posterior al hallazgo determinado por la Contraloría de Bogotá D.C.,31/10/2015,en_progreso,,
91,79,Con memorando 20155660077493 del 12 de marzo de 2015; se presentan avances de la elaboración del cronograma. Con memorando 20155660149463; presenta el primer balance de cumplimiento.,31/10/2015,en_progreso,,
92,80,Con memorando 20155160077323 del 12 de marzo de 2015; la STRH  reporta que realiza el seguimiento para dar cumplimiento a la acción. Con memorando 20155160150133; la STRH reporta el seguimiento.,31/10/2015,en_progreso,,
93,81,,31/10/2015,en_progreso,,
94,82,,31/10/2015,en_progreso,,
95,83,Mediante memorando 20154350194033 de junio 30 de 2015; la DTGC informa que se adelantó la mesa de trabajo el 18 de junio de 2015; aportando correos electrónicos; acta de reunión; listado de asistencia y presenta dos compromisos a partir de dicha reunión unificando los expedientes de los contratos en que se presente cesión.,31/10/2015,en_progreso,,
96,84,Con memorando 20155160077323 la STRH envía los soportes de cumplimiento: Lista de Asistencia y presentación,31/10/2015,en_progreso,,
97,85,Con memorando 20155160077323 la STRH reporta el avance. Con memorando 20155160150133; la STRH reporta el cumplimiento de la acción.,31/10/2015,en_progreso,,
98,86,Con memorando 20155160259543 la STRH reportó el cumplimiento de la acción y envió los soportes correspondientes a las capacitaciones adelantadas por cada Subdirección General.,31/10/2015,en_progreso,,
99,87,Mediante memorando 20155760074573 del 9 de marzo de 2015; la STOP informa que se han adelantado reuniones y se han establecido dos (2) estrategias dentro del Plan de Comunicaciones fijado para ser realizado entre marzo y junio de 2015. Adicionalmente; con memorandos 20155760221673 del 22 de julio y 20155760229503 del  30 julio de 2015; se complementa la información de avance de la acción.,31/10/2015,en_progreso,,
100,88,La Oficina Asesora de Planeación; programó y realizó tres jornadas de actualización dirigidas a todos los servidores de la Entidad así: Sede Alcázares; Sede Calle 22 y Comité Operativo SIG. En la misma se presentaron los principales cambios surtidos a raíz de la expedición del Decreto 943 de 2014; al igual que el desarrollo de las fases al interior del Instituto. Adicionalmente; se colocó la presentación en la intranet del Instituto en el link http://calidad.idu.gov.co/web/cal/meci_home ; y se informó a los servidores sobre dicho acceso a la información.  EVIDENCIA No.1: Flash de invitación a las jornadas; listas de asistencia; presentación; flash de aviso para acceso a la presentación.,31/10/2015,en_progreso,,
101,89, El 26 de agosto de 2015; se expidió resolución 58681; por la cual se adopta el Modelo Estándar de Control Interno MECI en el IDU. La resolución se divulgó a todo el IDU; mediante flash informativo del 31 de agosto y se colocó a disposición de los servidores en el link http://calidad.idu.gov.co/web/cal/meci_home. EVIDENCIA No.2: Resolución 56681 del 26 de agosto de 2015 y flash de divulgación.,31/10/2015,en_progreso,,
102,90, El 22 de julio de 2015; se envió solicitud a la Dirección Distrital de Desarrollo Institucional de la Secretaria General de la Alcaldía; presentando las inquietudes existentesfrente a la implementación del SIG.  EVIDENCIA No.3: Correo electrónico remitido a la Secretaria General de la Alcaldía.,31/10/2015,en_progreso,,
103,91,,31/10/2015,en_progreso,,
104,92,Se encuentra pendiente la digitalización; publicación y socialización del procedimiento que ya fue levantado y actualizado con el nuevo aplicativo que se está implementando.,31/10/2015,en_progreso,,
105,93,,31/10/2015,en_progreso,,
106,94,,31/10/2015,en_progreso,,
107,95,,31/10/2015,en_progreso,,
108,96,,31/10/2015,en_progreso,,
109,97,,31/10/2015,en_progreso,,
110,98,,31/10/2015,en_progreso,,
111,99,,31/10/2015,en_progreso,,
112,100,Con memorando 20153350239523; la DTC reportó el cumplimiento de la acción propuesta y remitió los informes faltantes.,31/10/2015,en_progreso,,
113,101,Con memorando 20153350284683 de Septiembre 29 de 2015; la DTC reporta el ajuste de la Matriz de Riesgos para que contemple la situación descrita en el hallazgo.,31/10/2015,en_progreso,,
114,102,,31/10/2015,en_progreso,,
115,103,,31/10/2015,en_progreso,,
116,104,Mediante memorando 20153150319593 del 20 de octubre de 2015; la DTD reporta que falta aprobar tres de los 25 documentos. Por lo anterior a la fecha de finalización del plazo no se ha cumplido la acción ,31/10/2015,en_progreso,,
117,105,,31/10/2015,en_progreso,,
118,106,,31/10/2015,en_progreso,,
119,107,,31/10/2015,en_progreso,,
120,108,,31/10/2015,en_progreso,,
121,109,,31/10/2015,en_progreso,,
122,110,,31/10/2015,en_progreso,,
123,111,"El 5 de junio de 2015 se realizó la inclusión del siguiente párrafo en el modelo de pliego (pagina 15): ""Nota: Los recursos que se entregan a título de anticipo a la fiduciaria deberán invertirse únicamente en los fondos de inversión colectivos administrados por la Fiduciaria que cumplan con las condiciones del artículo 49 del Decreto 1525 de 2008; o en cuentas de ahorro o corrientes.",31/10/2015,en_progreso,,
124,112,,31/10/2015,en_progreso,,
125,113,,31/10/2015,en_progreso,,
126,114,Con memorando 20155260076273; la STRF soporta con las listas de asistencia y actas de reunión que se adelantaron las sesiones de capacitación comprometidas. Con memorando 20155160150133; la STRH reporta el cumplimiento de la acción y aporta listado de asistencia.,31/10/2015,en_progreso,,
127,115,,31/10/2015,en_progreso,,
128,116,,31/10/2015,en_progreso,,
129,117,,31/10/2015,en_progreso,,
130,118,,31/10/2015,en_progreso,,
131,119,,31/10/2015,en_progreso,,
132,120,Con memorando 20154250201083; la DTGJ reporta el avance de la acción,31/10/2015,en_progreso,,
133,121,Con memorando 20154250242763; la DTGJ solicitó la asignación de los recursos requeridos,31/10/2015,en_progreso,,
134,122,Con memorando 20154250201083; la DTGJ reporta el avance de la acción,31/10/2015,en_progreso,,
135,123,Con memorando 20154250242763; la DTGJ solicitó la asignación de los recursos requeridos,31/10/2015,en_progreso,,
136,124,Con memorando 20154250201083; la DTGJ reporta el avance de la acción,31/10/2015,en_progreso,,
137,125,Con memorando 20154250242763; la DTGJ solicitó la asignación de los recursos requeridos.,31/10/2015,en_progreso,,
138,126,,31/10/2015,en_progreso,,
139,127,,31/10/2015,en_progreso,,
