avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
56,56,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
57,57,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
58,58,"Se observa mediante consulta al Sistema de Información y Acompañamiento Contractual –SIAC, que se han liquidado los siguientes seis (6) contratos: IDU-103-2009, IDU-28-2011, IDU-36-2011, IDU-38-2011, IDU-39-2011, IDU-97-2009. De la evaluación realizada se puede concluir que la acción correctiva tiene un nivel de avance del 67% y para cerrar este hallazgo será necesario efectuar un seguimiento posterior a las acciones adelantadas por la administración para la liquidación de los contratos IDU-40-2011, IDU-43-2012, IDU-50-2012 los cuales presentan fecha final de la acción al 31 de octubre de 2015. Se considera en proceso la acción correctiva y como tal la DTD deberá implementar acciones y controles para evitar que el hallazgo se vuelva a repetir.",30/03/16,terminado,,Parcial
59,59,Se encuentra en tiempo. No  se ha cumplido el plazo  para seguimiento,30/03/16,en_progreso,,En Tiempo
60,60,Se encuentra en tiempo. No  se ha cumplido el plazo  para seguimiento,30/03/16,en_progreso,,En Tiempo
61,61,Se encuentra en tiempo. No  se ha cumplido el plazo  para seguimiento,30/03/16,en_progreso,,En Tiempo
62,62,"La fecha de emisión del informe de seguimiento, está programada para Julio de 2016 de acuerdo con las instrucciones impartidas por la SGGC. No obstante, se evidenció que la sensibilización  se realizó en febrero de 2016 y la OAP envió  a la OCI los listados de asistencia de los delegados de las Dependencias, por tanto se evidencia cumplimiento a la actividad.",30/03/16,terminado,,Parcial
63,63,"La fecha de emisión del informe de seguimiento, está programada para Julio de 2016 de acuerdo con las instrucciones impartidas por la SGGC. No obstante, se evidenció que la actualización del formato de Caracterización  se realizó en febrero de 2016 y la OAP envió  a la OCI la actualización de dicho formato, por tanto se evidencia cumplimiento de la actividad en la fecha establecida.",30/03/16,terminado,,Parcial
64,64,"Mediante memorando STTR -20165560056953 del 29 de marzo de 2016 la Subdirección Técnica de Tesorería y Recaduo da cumplimineto a la accion de mejora mediante memorando No. 20165560052053 de marzo 16 de 2016, enviado a la Subdirección Técnica de Presupuesto y Contabilidad, por medio del cual se rectifica las fechas de vencimiento de los títulos Nos. 58631 y 60067, junto a los cuadros de inventarios de inversiones financieras de los meses de agosto y septiembre de 2015, igualmente corregidos",30/03/16,terminado,,Parcial
65,65,"Mediante el comunicado 20153151266581 y 20150000153521, se solicitó al IDCP mesas de trabajo con el fin de dar cumplimiento a los compromisos pactados por la DTD de liquidar los convenios y contratos a cargo de la entidad. Se convocó a reunión el día 10 de marzo de 2016, mediante oficio con radicado IDU 20163150206061, con el fin de revisar el borrador del acta de liquidación del convenio en mención, reunión a la cual no asistió el IDPC, por lo anterior se adjunta acta de seguimiento de los asistentes a dicha reunión. Igualmente mediante memorando 20163150050083 y  mediante Orfeo, se le informo a la DTGC, la convocatoria a la reunión, área del instituto que no realizó acompañamiento en dicha reunión.
",30/03/16,en_progreso,,En Tiempo
66,66,Pendienete de liquidación,30/03/16,en_progreso,,En Tiempo
67,67,Pendiente por liquidación,30/03/16,en_progreso,,En Tiempo
68,68,Se han adelantado revisiones del informe de cierre y archivo del contrato con lo abogados de apoyo de liquiidacion de contratos,30/03/16,en_progreso,,En Tiempo
69,69,"Mediante Resolución 17192 de 2015, aclarada por medio de la Resolución  18611 de 2015 de la STAF, se ordenó el giro e $5.141.435.995, por concepto de saldo de los recursos no ejecutados en los convenios 040-2003 y 047/2004, a la cuenta de la Dirección Distrital de Tesorería",30/03/16,terminado,,Parcial
70,70,Se han adelantado revisiones del informe de cierre y archivo del convenio con los abogados de apoyo del Equipo de Liquidaciones,30/03/16,en_progreso,,En Tiempo
71,71,Conforme a lo establecido en del ciclo de proyectos para el proceso de gestion predial el reporte se realizara cada 6 meses,30/03/16,en_progreso,,En Tiempo
72,72,Este indicador se medirá a partir de la aprobación de la Guía GU-FP-01 (v2),30/03/16,en_progreso,,En Tiempo
73,73,Este indicador se medirá a partir de la aprobación de la Guía GU-FP-01 (v2),30/03/16,en_progreso,,En Tiempo
74,74,Las observaciones 3 y 4 de la auditoría se actualizatrán en las mismas fechas indicadas,30/03/16,en_progreso,,En Tiempo
75,75,Las observaciones 3 y 4 de la auditoría se actualizatrán en las mismas fechas indicadas,30/03/16,en_progreso,,En Tiempo
76,76,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
77,77,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
78,78,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
79,79,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:  Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""  Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
80,80,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - PENDIENTE LA IMPLEMENTACIÓN EFICAZ DEL FORMATO ADOPTADO Se elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos y las versiones vigentes que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa. Para verificar la eficacia de la acción realizada se indagó en la reunión de seguimiento y con el líder del proceso su aplicación desde la fecha de creación del formato (24 de julio de 2015) identificándose que aun está pendiente su diligenciamiento para los nuevos productos generados en el proceso.",30/03/16,terminado,,Parcial
81,81,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa. Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo. La verificación de eficacia y el cierre de la acción correctiva se realizará una vez se ejecute la actividad formulada y se realicen las actividades de verificación del cumplimiento del objetivo registrado para las acciones correctivas formuladas para el hallazgo identificado.",30/03/16,terminado,,Parcial
82,82,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
83,83,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad:  Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0.""  Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
84,84,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
85,85,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se adoptaron los siguientes documentos de acuerdo a la acción formulada en el presente Plan de Mejoramiento, los cuales se encuentran publicados en  la Intranet de la entidad: Guía GU-FP-02 ""Estructuración de Programas de Conservación para los Sistemas de Movilidad y Espacio Público Peatonal Construido en Bogota V.1.0."" Instructivo IN-FP-01 ""Toma de Información Pre diagnóstico de la Infraestructura de los Sistemas de Movilidad V 1.0.""  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de estructuración de programas de conservación que actualmente están en desarrollo.",30/03/16,terminado,,Parcial
86,86,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - PENDIENTE LA IMPLEMENTACIÓN EFICAZ DEL FORMATO ADOPTADO Se elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos y las versiones vigentes que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa. Para verificar la eficacia de la acción realizada se indagó en la reunión de seguimiento y con el líder del proceso su aplicación desde la fecha de creación del formato (24 de julio de 2015) identificándose que aun está pendiente su diligenciamiento para los nuevos productos generados en el proceso.",30/03/16,terminado,,Parcial
87,87,"REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. Se elaboró el formato ""FO-FP-04 Listado de Productos del Proceso de Factibilidad de Proyectos"" con el fin de registrar los productos que se generen dentro del proceso de factibilidad de proyectos, en relación con Perfil de Proyecto, Estado de Prefactibilidad, Estudio de Factibilidad, Informe Ejecutivo ó Estructuración de Programa. Dicho documento fue socializado entre todos los funcionarios y contratistas de la Dirección Técnica de Proyectos, como se puede evidenciar en los documentos presentados como soporte: Lista de asistencia, Correo electrónico del Jefe de la dependencia y el archivo powerpoint de la presentación socializada. Con lo anterior se cumple la acción correctiva formulada para el hallazgo. La verificación de eficacia y el cierre de la acción correctiva se realizará una vez se ejecute la actividad formulada y se realicen las actividades de verificación del cumplimiento del objetivo registrado para las acciones correctivas formuladas para el hallazgo identificado.",30/03/16,terminado,,Parcial
88,88,,30/03/16,en_progreso,,En Tiempo
89,89,,30/03/16,en_progreso,,En Tiempo
90,90,,30/03/16,en_progreso,,En Tiempo
91,91,,30/03/16,en_progreso,,En Tiempo
92,92,"A la fecha de corte del presente documento, se pudo evidenciar que la OAP / OTC, no dispuso en los puntos de ingreso a la Entidad (Sede Calle 22 No. 6 – 27, Sede Calle 20 No. 9 – 20) y áreas restringidas (Sede Calle 22 STTR, STRT y Sede Calle 20 OCD), avisos que den cuenta sobre el uso de la información que se solicita para el ingreso.
",30/03/16,en_progreso,,No Cumplida
93,93,REPORTE A DICIEMBRE 31 DE 2015 ACCIÓN CUMPLIDA - A LA FECHA NO APLICA LA EVALUACIÓN DE EFICACIA. La acción correctiva se cumplió mediante la elaboración y adopción de los siguientes documentos que se encuentran publicados en la Intranet corporativa con los siguientes códigos: 1. FO-FP-05 Plano de Prefactibilidad y Factibilidad de Proyectos CAD V.1.0. 2. FO-FP-06 Mapa de Prefactibilidad y Factibilidad de Proyectos GIS V 1.0. 3. FO-FP-06 Plantilla GIS V1.0.mxd 4. FO-PE-05 Plantilla CAD V1.0.dwg  La verificación de eficacia y el cierre de la acción correctiva se realizarán una vez sean implementados los documentos en las actividades de formulación de proyectos que incluyan entre los productos entregables planos en formatos DWG y CAD,30/03/16,terminado,,Parcial
94,94,,30/03/16,en_progreso,,En Tiempo
95,95,"Se revisió el noromograma publicado en la intranet y asociado al proceso evaluado, encontrando su debida actualización, incluyendo los decretos  472 de 2015, 1072/2015, 1443/2014, por los cuales se generó la no conformidad.",30/03/16,terminado,,Parcial
96,96,"Se evidenció que en la intranet y en la web del instituto, no existe información duplicada  ni obsoleta en materia de SST.  La información fue actualizada",30/03/16,terminado,,Parcial
97,97,"No se ha vencido el término para el cumplimiento de la acción, por tanto no se presenta seguimiento.  No osbtante la acción se encuentra en proceso.",30/03/16,en_progreso,,En Tiempo
98,98,"No se ha vencido el término para el cumplimiento de la acción, por tanto no se presenta seguimiento.  No osbtante la acción se encuentra en proceso.",30/03/16,en_progreso,,En Tiempo
99,99,"No se ha vencido el término para el cumplimiento de la acción, por tanto no se presenta seguimiento.  No osbtante la acción se encuentra en proceso.",30/03/16,en_progreso,,En Tiempo
100,100,"La fecha para su vencimiento , no se ha cumplido. ",30/03/16,en_progreso,,En Tiempo
101,101,"La fecha para su vencimiento , no se ha cumplido. ",30/03/16,en_progreso,,En Tiempo
102,102,"La fecha para su vencimiento , no se ha cumplido. ",30/03/16,en_progreso,,En Tiempo
103,103,"La evidencia del seguimiento se realizara mediante actas y correos electronicos a las personas designadas para la elaboración de los conceptos jurídicos.
Este seguimiento se realizara quincenalmente",30/03/16,en_progreso,,En Tiempo
104,104,"La evidencia del seguimiento se realizara mediante actas y correos electronicos a las personas designadas para la elaboración de los conceptos jurídicos.
Este seguimiento se realizara quincenalmente",30/03/16,en_progreso,,En Tiempo
105,105,"La evidencia del seguimiento se realizara mediante actas y correos electronicos a las personas designadas para la elaboración de los conceptos jurídicos.
Este seguimiento se realizara quincenalmente",30/03/16,en_progreso,,En Tiempo
106,106,"La evidencia del seguimiento se realizara mediante actas y correos electronicos a las personas designadas para la elaboración de los conceptos jurídicos.
Este seguimiento se realizara quincenalmente",30/03/16,en_progreso,,En Tiempo
107,107,,30/03/16,en_progreso,,En Tiempo
108,108,,30/03/16,en_progreso,,En Tiempo
109,109,,30/03/16,en_progreso,,En Tiempo
110,110,,30/03/16,en_progreso,,En Tiempo
111,111,,30/03/16,en_progreso,,En Tiempo
112,112,,30/03/16,en_progreso,,En Tiempo
113,113,Plan remitido mediante memorando DTC 20153350150703,30/03/16,en_progreso,,No Cumplida
114,114,Plan remitido mediante memorando DTC 20153350150703,30/03/16,en_progreso,,No Cumplida
115,115,Depende de la actualización de la plataforma estratégica,30/03/16,en_progreso,,En Tiempo
116,116,Depende de la actualización de la plataforma estratégica,30/03/16,en_progreso,,En Tiempo
117,117,Depende de la actualización de la plataforma estratégica,30/03/16,en_progreso,,En Tiempo
118,118,N/A,30/03/16,en_progreso,,En Tiempo
119,119,"Con memorandos 20165160022793, 20165160022813, 20165160027033 y 20165160042123 se remitieron las actas de reunión en cumplimiento de la acción. ",30/03/16,en_progreso,,En Tiempo
120,120,"Con memorandos 20165160022793, 20165160022813, 20165160027033 y 20165160042123 se remitieron las actas de reunión en cumplimiento de la acción. ",30/03/16,en_progreso,,En Tiempo
121,121,"Se evidenció que de acuerdo con la información del libro radicador que reposa en la dependencia de la Subdirección General Jurídica, la Dirección Técnica de Gestión Contractual envío el día 15 de diciembre de 2015 los formatos de Aprobación Garantías de los Contratos derivados de Procesos de Selección y Convenios y/o contratos Interadministrativos y el de Aprobación de Pólizas de Contratos de Prestación de Servicios Profesionales y de Apoyo a la Gestión para su revisión, los cuales a su vez fueron devueltos junto con observaciones a la Dirección Técnica el día 28 de diciembre de 2015. Al momento del presente seguimiento dichos formatos no han sido enviados a la Oficina Asesora de Planeación. ",30/03/16,en_progreso,,No Cumplida
122,122,,30/03/16,en_progreso,,En Tiempo
123,123,,30/03/16,en_progreso,,En Tiempo
124,124,,30/03/16,en_progreso,,En Tiempo
125,125,,30/03/16,en_progreso,,En Tiempo
126,126,,30/03/16,en_progreso,,En Tiempo
127,127,,30/03/16,en_progreso,,En Tiempo
128,128,"Mediante memorando OCI 20161350021543, la oficina de control interno realizó el seguimiento y evaluación de la accion de mejora, determinado el cumplimiento del área y el cierre de la acción correctiva ",30/03/16,en_progreso,,En Tiempo
